CustomerID,churn_probability,churn_risk_label,churned
10680,0.025830029,Low,0
10681,0.13403377,Low,0
10682,0.00035892782,Low,0
10683,7.5698605e-05,Low,0
10684,0.0010737214,Low,0
10685,0.0004686925,Low,0
10686,0.00047440754,Low,0
10687,0.00023035578,Low,0
10688,0.0020157988,Low,0
10689,0.00061864883,Low,0
10690,0.0009446821,Low,0
10691,0.00032385983,Low,0
10692,0.00014848665,Low,0
10693,0.00028814317,Low,0
10694,0.0017517428,Low,0
10695,0.00016741967,Low,0
10696,0.0018043031,Low,0
10697,0.00025837493,Low,0
10698,0.0007614111,Low,0
10699,0.0024136375,Low,0
10700,0.00034611268,Low,0
10701,0.00051768677,Low,0
10702,0.0009638182,Low,0
10703,0.0010704471,Low,0
10704,0.0007077998,Low,0
10705,0.0013732223,Low,0
10706,0.00112253,Low,0
10707,0.00634774,Low,0
10708,0.00040633054,Low,0
10709,0.00064618915,Low,0
10710,0.00015635435,Low,0
10711,0.0044634826,Low,0
10712,0.08721159,Low,0
10713,0.052330617,Low,0
10714,0.001803885,Low,0
10715,0.0017293846,Low,0
10716,0.0018049551,Low,0
10717,0.00010251861,Low,0
10718,0.0002550699,Low,0
10719,0.0004722927,Low,0
10720,0.008430833,Low,0
10721,0.0003308087,Low,0
10722,0.00039496645,Low,0
10723,0.00023733618,Low,0
10724,0.0002907249,Low,0
10725,0.0011826324,Low,0
10726,0.00069404446,Low,0
10727,0.0017846574,Low,0
10728,0.019341428,Low,0
10729,0.0003972862,Low,0
10730,0.00015104814,Low,0
10731,0.0001264776,Low,0
10732,0.9952251,High,1
10733,0.00020693168,Low,0
10734,0.003223025,Low,0
10735,0.0004244146,Low,0
10736,0.00020546089,Low,0
10737,0.00075311924,Low,0
10738,0.0001264009,Low,0
10739,0.0035689776,Low,0
10740,0.015419961,Low,0
10741,0.9942133,High,1
10742,0.00011280286,Low,0
10743,0.00015879663,Low,0
10744,0.00028688117,Low,0
10745,0.037921887,Low,0
10746,0.04491186,Low,0
10747,0.00037288037,Low,0
10748,0.0011097937,Low,0
10749,0.00018979523,Low,0
10750,0.0010346101,Low,0
10751,0.0002883449,Low,0
10752,5.0480197e-05,Low,0
10753,0.000730566,Low,0
10754,0.00031029087,Low,0
10755,0.004238064,Low,0
10756,0.0014850526,Low,0
10757,0.0011772206,Low,0
10758,0.00010929952,Low,0
10759,0.00037306227,Low,0
10760,0.000114927025,Low,0
10761,0.0057511735,Low,0
10762,0.0002842769,Low,0
10763,0.0005983904,Low,0
10764,0.0006581703,Low,0
10765,0.07978408,Low,0
10766,0.00021653972,Low,0
10767,0.00024658503,Low,0
10768,0.00014366287,Low,0
10769,0.0014814853,Low,0
10770,0.00010443249,Low,0
10771,0.00059779413,Low,0
10772,0.0004346916,Low,0
10773,0.0004276469,Low,0
10774,0.0003438842,Low,0
10775,0.00030249718,Low,0
10776,0.08706781,Low,0
10777,0.0010166329,Low,0
10778,0.0002465359,Low,0
10779,0.046016682,Low,0
10780,0.00076098926,Low,0
10781,0.00047548953,Low,0
10782,0.00111488,Low,0
10783,7.814188e-05,Low,0
10784,0.0011126465,Low,0
10785,0.0005803931,Low,0
10786,0.037350513,Low,0
10787,0.22449535,Low,1
10788,0.00059732224,Low,0
10789,0.00011697443,Low,0
10790,0.011736201,Low,0
10791,0.00033239095,Low,0
10792,0.0029982547,Low,0
10793,0.0006560807,Low,0
10794,0.0016115592,Low,0
10795,0.00023638405,Low,0
10796,0.001494152,Low,0
10797,0.00014234713,Low,0
10798,0.0003115376,Low,0
10799,0.0006912404,Low,0
10800,0.039095994,Low,0
10801,0.0002548154,Low,0
10802,0.6868828,High,1
10803,6.0494516e-05,Low,0
10804,0.00011011088,Low,0
10805,0.00017787992,Low,0
10806,0.00016775525,Low,0
10807,9.972537e-05,Low,0
10808,0.99357796,High,1
10809,0.0002493062,Low,0
10810,0.0006336349,Low,0
10811,6.1912186e-05,Low,0
10812,0.00042350226,Low,0
10813,0.0011570256,Low,0
10814,0.00017019552,Low,0
10815,0.0016181892,Low,0
10816,0.0004368246,Low,0
10817,0.00018293121,Low,0
10818,0.00022881846,Low,0
10819,0.0009994616,Low,0
10820,0.009217798,Low,0
10821,0.0004647581,Low,0
10822,0.00063979236,Low,0
10823,0.0023476356,Low,0
10824,0.00022328136,Low,0
10825,0.0043519833,Low,0
10826,0.0003307841,Low,0
10827,0.00025832516,Low,0
10828,0.00045964535,Low,0
10829,0.00032837008,Low,0
10830,0.00028871847,Low,0
10831,0.0004959088,Low,0
10832,0.0011519503,Low,0
10833,0.0024217085,Low,0
10834,0.00020272064,Low,0
10835,0.0008529884,Low,0
10836,0.00017350426,Low,0
10837,0.007395922,Low,0
10838,0.013601373,Low,0
10839,0.00032773704,Low,0
10840,0.06886453,Low,0
10841,0.0135387,Low,0
10842,0.00010567224,Low,0
10843,0.00028572627,Low,0
10844,0.00032603083,Low,0
10845,0.00026088918,Low,0
10846,0.00017785584,Low,0
10847,0.030655079,Low,0
10848,0.00058004307,Low,0
10849,0.00017451437,Low,0
10850,0.00022050437,Low,0
10851,0.0031426046,Low,0
10852,0.0019509131,Low,0
10853,0.00012993602,Low,0
10854,0.0008653009,Low,0
10855,0.00024146152,Low,0
10856,0.00019196523,Low,0
10857,0.00042803827,Low,0
10858,0.00021532869,Low,0
10859,0.0010474275,Low,0
10860,0.00019071405,Low,0
10861,0.00037750223,Low,0
10862,0.015289885,Low,0
10863,0.024265347,Low,0
10864,0.0003712532,Low,0
10865,0.07139311,Low,0
10866,0.00029421426,Low,0
10867,0.00030856158,Low,0
10868,0.024761062,Low,0
10869,0.00010326663,Low,0
10870,0.00047830504,Low,0
10871,0.00041068037,Low,0
10872,8.870904e-05,Low,0
10873,0.0014555958,Low,0
10874,0.064338624,Low,0
10875,0.004808356,Low,0
10876,0.0006340034,Low,0
10877,0.005353664,Low,0
10878,7.80095e-05,Low,0
10879,0.00011217034,Low,0
10880,0.0004212276,Low,0
10881,0.008993993,Low,0
10882,0.0035940276,Low,0
10883,0.000221802,Low,0
10884,0.007232737,Low,0
10885,0.00036442291,Low,0
10886,0.00018743856,Low,0
10887,0.0013057627,Low,0
10888,0.00047000742,Low,0
10889,0.00012494277,Low,0
10890,0.0021323205,Low,0
10891,0.0015051113,Low,0
10892,0.0016582365,Low,0
10893,0.009335534,Low,0
